engagement_id,customer_id,product_id,session_duration,session_date,device_type,watched_fully
2712,810,3,317,2024-02-07,Mobile,False
2713,1589,5,117,2024-06-25,Desktop,False
2714,1622,5,57,2024-08-09,Mobile,False
2715,1515,1,298,2024-03-01,Tablet,True
2716,700,6,253,2024-02-27,Tablet,True
2717,1270,10,79,2024-02-28,Tablet,True
2718,1716,4,195,2024-02-15,Desktop,True
2719,1404,8,25,2024-05-15,Mobile,True
2720,1204,3,343,2024-02-24,Desktop,False
2721,691,9,213,2024-07-08,Desktop,True
2722,284,8,90,2024-02-17,Mobile,False
2723,114,2,253,2024-01-15,Desktop,False
2724,1347,6,56,2024-08-06,Tablet,False
2725,796,2,154,2024-08-24,Tablet,False
2726,324,3,345,2024-09-25,Mobile,True
2727,707,7,183,2024-08-02,Tablet,False
2728,1695,7,319,2024-03-19,Tablet,True
2729,200,1,306,2024-02-24,Mobile,True
2730,433,6,30,2024-06-04,Mobile,True
2731,1170,4,106,2024-09-10,Mobile,False
2732,948,1,353,2024-05-21,Tablet,True
2733,1231,5,125,2024-10-15,Mobile,False
2734,829,1,139,2024-11-04,Mobile,False
2735,1265,9,293,2024-07-27,Tablet,True
2736,1865,6,345,2024-09-12,Desktop,True
2737,527,5,333,2024-04-23,Mobile,True
2738,918,4,277,2024-09-11,Tablet,True
2739,991,2,173,2024-03-02,Mobile,True
2740,1424,5,213,2024-03-31,Tablet,False
2741,1469,1,274,2024-09-17,Desktop,True
2742,299,9,34,2024-04-15,Tablet,True
2743,711,4,334,2024-02-15,Tablet,True
2744,1250,7,84,2024-07-08,Desktop,True
2745,1614,1,79,2024-06-22,Desktop,True
2746,899,7,286,2024-02-13,Tablet,False
2747,619,7,104,2024-08-26,Desktop,False
2748,845,6,102,2024-02-22,Mobile,False
2749,601,3,173,2024-06-27,Mobile,True
2750,717,6,87,2024-08-31,Desktop,False
2751,343,8,262,2024-02-03,Mobile,True
2752,1347,3,251,2024-07-13,Mobile,True
2753,1258,8,1,2024-01-02,Tablet,False
2754,1922,1,348,2024-10-03,Mobile,False
2755,1086,1,52,2024-02-14,Mobile,False
2756,744,1,241,2024-05-10,Tablet,True
2757,1199,5,278,2024-10-29,Desktop,True
2758,1032,10,283,2024-09-02,Desktop,True
2759,813,7,108,2024-05-29,Desktop,True
2760,729,4,199,2024-09-10,Tablet,True
2761,1701,7,215,2024-06-23,Tablet,False
2762,65,10,34,2024-02-03,Mobile,True
2763,1608,1,308,2024-06-11,Mobile,True
2764,1635,7,238,2024-09-23,Tablet,False
2765,766,9,192,2024-04-11,Desktop,True
2766,76,5,349,2024-02-16,Desktop,True
2767,862,9,255,2024-08-21,Mobile,True
2768,366,3,239,2024-06-29,Desktop,False
2769,1082,5,155,2024-05-15,Tablet,True
2770,1228,4,204,2024-07-31,Desktop,False
2771,587,7,23,2024-02-19,Desktop,True
2772,1157,9,144,2024-08-24,Tablet,True
2773,488,2,104,2024-11-09,Mobile,True
2774,1833,2,337,2024-09-11,Tablet,True
2775,1670,5,207,2024-07-23,Tablet,True
2776,548,2,234,2024-10-06,Tablet,False
2777,513,2,113,2024-04-11,Mobile,True
2778,1786,5,346,2024-07-09,Desktop,False
2779,1874,1,52,2024-02-18,Tablet,True
2780,568,10,162,2024-05-05,Tablet,False
2781,573,10,111,2024-10-16,Tablet,True
2782,650,1,11,2024-10-27,Desktop,True
2783,1131,6,129,2024-07-23,Desktop,True
2784,55,7,286,2024-11-11,Tablet,False
2785,1385,9,17,2024-05-20,Desktop,True
2786,1050,10,309,2024-02-06,Mobile,True
2787,384,1,209,2024-02-27,Mobile,True
2788,1765,10,343,2024-04-29,Tablet,True
2789,466,2,143,2024-07-17,Tablet,True
2790,1400,3,337,2024-05-23,Mobile,True
2791,195,5,35,2024-11-10,Tablet,True
2792,761,7,214,2024-10-03,Desktop,False
2793,1954,8,119,2024-06-27,Mobile,True
2794,148,8,332,2024-03-20,Tablet,True
2795,126,5,70,2024-10-14,Desktop,False
2796,658,5,192,2024-11-11,Mobile,True
2797,137,9,243,2024-07-15,Desktop,True
2798,1308,6,355,2024-07-27,Desktop,True
2799,38,1,32,2024-01-21,Desktop,True
2800,724,8,220,2024-03-14,Mobile,False
2801,497,1,118,2024-09-11,Mobile,True
2802,1208,7,89,2024-10-02,Tablet,True
2803,93,4,188,2024-02-05,Mobile,True
2804,1144,8,243,2024-08-02,Tablet,False
2805,1097,8,258,2024-06-17,Desktop,True
2806,509,1,100,2024-04-29,Tablet,False
2807,1428,10,81,2024-01-13,Mobile,True
2808,524,8,61,2024-04-07,Tablet,True
2809,1384,6,354,2024-02-11,Desktop,True
2810,225,4,133,2024-04-03,Tablet,True
2811,548,5,359,2024-04-05,Tablet,True
2812,550,9,299,2024-02-10,Mobile,True
2813,1840,1,20,2024-02-27,Mobile,False
2814,415,5,218,2024-10-29,Tablet,False
2815,1962,4,61,2024-08-18,Tablet,True
2816,22,2,267,2024-11-10,Tablet,False
2817,1293,10,35,2024-05-03,Desktop,False
2818,639,7,87,2024-07-13,Desktop,True
2819,531,8,242,2024-03-15,Desktop,False
2820,254,5,187,2024-08-08,Mobile,False
2821,728,3,192,2024-03-04,Mobile,True
2822,784,7,149,2024-10-07,Tablet,True
2823,1566,4,16,2024-03-13,Tablet,True
2824,1154,1,226,2024-11-09,Tablet,True
2825,655,8,108,2024-01-13,Desktop,True
2826,153,1,40,2024-02-18,Tablet,True
2827,77,5,230,2024-02-22,Desktop,True
2828,1728,3,55,2024-03-20,Mobile,True
2829,1112,6,316,2024-01-06,Desktop,True
2830,834,1,101,2024-05-26,Desktop,True
2831,220,6,199,2024-05-25,Tablet,True
2832,632,10,283,2024-08-15,Tablet,True
2833,1042,3,136,2024-05-06,Desktop,False
2834,1269,4,350,2024-11-12,Desktop,False
2835,156,4,278,2024-05-22,Tablet,True
2836,1939,6,240,2024-05-01,Desktop,False
2837,638,7,349,2024-11-12,Tablet,True
2838,187,1,82,2024-01-17,Mobile,False
2839,1352,3,308,2024-05-12,Tablet,False
2840,133,3,347,2024-03-07,Desktop,False
2841,536,9,135,2024-08-22,Desktop,False
2842,1117,6,221,2024-01-10,Mobile,False
2843,1171,3,351,2024-07-22,Desktop,False
2844,807,9,188,2024-02-18,Desktop,True
2845,1368,9,195,2024-04-01,Mobile,False
2846,821,10,70,2024-08-04,Desktop,True
2847,530,6,225,2024-04-11,Tablet,False
2848,499,6,345,2024-05-26,Desktop,False
2849,209,3,241,2024-03-24,Mobile,False
2850,819,6,158,2024-04-08,Desktop,False
2851,27,10,203,2024-10-19,Desktop,False
2852,1510,1,325,2024-05-22,Tablet,True
2853,647,7,140,2024-03-25,Tablet,True
2854,1615,8,51,2024-04-06,Desktop,False
2855,1804,2,272,2024-08-31,Desktop,True
2856,967,4,330,2024-10-27,Mobile,True
2857,1438,10,104,2024-06-05,Mobile,True
2858,1957,8,44,2024-10-01,Desktop,True
2859,842,7,215,2024-08-09,Desktop,True
2860,871,5,173,2024-08-02,Desktop,False
2861,1854,6,315,2024-04-12,Mobile,True
2862,441,7,116,2024-05-28,Desktop,True
2863,1799,1,323,2024-02-19,Desktop,True
2864,1967,5,195,2024-09-17,Tablet,True
2865,1154,3,54,2024-07-10,Desktop,False
2866,1196,3,281,2024-04-10,Mobile,True
2867,1105,1,351,2024-08-10,Mobile,True
2868,1275,7,143,2024-09-17,Mobile,True
2869,505,2,102,2024-09-14,Desktop,False
2870,1684,6,176,2024-03-02,Desktop,True
2871,1413,3,253,2024-03-24,Desktop,False
2872,861,5,99,2024-02-11,Mobile,True
2873,200,1,69,2024-09-25,Desktop,True
2874,1105,10,129,2024-01-05,Tablet,False
2875,224,4,204,2024-04-02,Mobile,True
2876,785,8,105,2024-01-13,Mobile,True
2877,216,6,253,2024-09-01,Mobile,True
2878,362,2,203,2024-08-29,Desktop,False
2879,1752,5,80,2024-05-01,Desktop,True
2880,1095,2,238,2024-04-19,Mobile,True
2881,1241,1,347,2024-04-25,Desktop,True
2882,1025,8,137,2024-01-16,Tablet,True
2883,1012,9,269,2024-04-27,Desktop,False
2884,936,4,348,2024-06-08,Tablet,False
2885,1761,1,162,2024-05-10,Tablet,True
2886,797,6,79,2024-07-31,Desktop,False
2887,1038,8,237,2024-10-20,Tablet,True
2888,1786,9,84,2024-10-21,Desktop,False
2889,1409,7,121,2024-08-02,Tablet,True
2890,1525,3,252,2024-04-04,Mobile,False
2891,145,1,219,2024-07-16,Tablet,True
2892,1649,10,186,2024-10-25,Mobile,False
2893,812,6,181,2024-07-24,Desktop,True
2894,1447,4,296,2024-01-12,Mobile,True
2895,367,1,79,2024-05-14,Tablet,True
2896,490,2,326,2024-02-14,Tablet,False
2897,1456,2,120,2024-03-24,Mobile,True
2898,1603,8,6,2024-09-27,Tablet,False
2899,1468,2,66,2024-10-02,Mobile,True
2900,1048,9,72,2024-09-05,Desktop,True
2901,574,8,12,2024-04-14,Desktop,True
2902,549,1,186,2024-06-05,Tablet,True
2903,415,8,75,2024-09-03,Tablet,True
2904,1163,9,247,2024-02-20,Desktop,True
2905,1231,8,66,2024-01-11,Mobile,True
2906,542,8,126,2024-05-12,Mobile,True
2907,1641,2,150,2024-07-19,Mobile,False
2908,832,9,219,2024-01-25,Tablet,True
2909,1592,6,24,2024-08-13,Mobile,False
2910,1409,5,309,2024-06-21,Desktop,True
2911,1800,10,63,2024-05-05,Mobile,True
2912,1607,6,90,2024-01-16,Tablet,True
2913,1978,5,54,2024-11-12,Mobile,True
2914,1922,10,80,2024-09-23,Desktop,False
2915,1382,1,222,2024-08-20,Mobile,True
2916,1572,7,51,2024-09-11,Mobile,True
2917,1527,7,257,2024-09-14,Tablet,True
2918,724,8,324,2024-01-05,Tablet,True
2919,32,4,195,2024-10-09,Tablet,True
2920,1421,5,44,2024-10-16,Desktop,True
2921,611,6,226,2024-08-27,Desktop,False
2922,1752,1,199,2024-04-24,Tablet,False
2923,985,1,342,2024-08-31,Mobile,False
2924,1342,3,164,2024-10-05,Tablet,True
2925,824,10,13,2024-04-08,Desktop,True
2926,1874,8,47,2024-03-02,Mobile,False
2927,1843,5,74,2024-05-24,Tablet,True
2928,1697,7,230,2024-05-20,Tablet,True
2929,1888,6,289,2024-04-27,Desktop,True
2930,29,4,313,2024-09-06,Tablet,False
2931,1607,3,242,2024-11-11,Mobile,True
2932,1270,2,196,2024-06-08,Desktop,False
2933,1792,8,347,2024-08-05,Desktop,True
2934,530,7,235,2024-04-16,Tablet,True
2935,693,2,15,2024-10-03,Mobile,True
2936,1419,9,350,2024-06-29,Tablet,True
2937,745,3,310,2024-07-17,Tablet,True
2938,742,10,58,2024-05-25,Desktop,True
2939,1531,5,175,2024-06-10,Mobile,True
2940,269,8,24,2024-03-04,Desktop,False
2941,1568,10,197,2024-10-16,Desktop,False
2942,794,1,178,2024-09-04,Tablet,True
2943,377,6,247,2024-10-30,Tablet,True
2944,1077,7,338,2024-08-04,Mobile,True
2945,1626,5,281,2024-06-18,Mobile,False
2946,744,2,346,2024-08-27,Desktop,False
2947,1516,4,17,2024-04-25,Mobile,False
2948,893,5,26,2024-10-02,Mobile,False
2949,1944,2,171,2024-06-30,Desktop,True
2950,1856,3,312,2024-07-24,Tablet,False
2951,843,10,331,2024-04-19,Desktop,True
2952,1395,7,88,2024-05-31,Mobile,True
2953,1618,5,98,2024-08-27,Mobile,True
2954,996,9,162,2024-06-02,Mobile,True
2955,1220,5,3,2024-04-28,Tablet,False
2956,661,7,264,2024-01-30,Tablet,True
2957,1013,9,240,2024-04-22,Desktop,False
2958,482,8,214,2024-03-13,Desktop,True
2959,1024,1,198,2024-01-12,Mobile,False
2960,447,10,33,2024-10-11,Mobile,False
2961,1172,7,76,2024-06-20,Desktop,False
2962,171,2,85,2024-09-17,Desktop,True
2963,988,10,202,2024-01-27,Desktop,False
2964,323,9,324,2024-02-02,Mobile,False
2965,1881,7,46,2024-04-03,Desktop,True
2966,386,7,233,2024-07-04,Tablet,True
2967,1990,1,140,2024-02-24,Tablet,True
2968,1324,2,1,2024-10-28,Tablet,True
2969,1264,3,248,2024-09-22,Tablet,True
2970,156,1,351,2024-04-27,Desktop,False
2971,353,7,112,2024-02-11,Tablet,True
2972,699,7,84,2024-07-22,Mobile,True
2973,1977,10,38,2024-01-12,Tablet,False
2974,703,10,97,2024-01-21,Mobile,True
2975,112,1,59,2024-07-27,Mobile,True
2976,354,8,258,2024-10-20,Tablet,False
2977,583,1,125,2024-02-27,Tablet,False
2978,647,7,7,2024-07-08,Tablet,False
2979,1933,2,229,2024-09-26,Mobile,False
2980,1412,1,205,2024-03-04,Mobile,False
2981,1137,3,333,2024-07-08,Tablet,True
2982,1006,3,259,2024-06-30,Tablet,False
2983,385,4,205,2024-09-22,Desktop,True
2984,1677,2,21,2024-02-22,Mobile,True
2985,861,9,320,2024-09-07,Mobile,True
2986,1654,9,64,2024-04-03,Tablet,True
2987,1547,1,323,2024-06-03,Desktop,False
2988,261,5,139,2024-10-30,Desktop,False
2989,298,8,328,2024-01-27,Desktop,True
2990,281,9,219,2024-02-26,Tablet,True
2991,337,9,287,2024-02-09,Tablet,True
2992,244,8,319,2024-09-15,Mobile,False
2993,1911,1,352,2024-05-28,Mobile,False
2994,90,6,263,2024-08-04,Desktop,True
2995,565,3,277,2024-07-12,Desktop,False
2996,169,2,140,2024-07-22,Mobile,True
2997,1177,4,214,2024-05-27,Mobile,True
2998,911,5,257,2024-02-09,Mobile,True
2999,627,7,95,2024-03-08,Desktop,True
3000,53,9,43,2024-11-08,Tablet,False
3001,1740,4,125,2024-08-01,Desktop,False
3002,1322,5,75,2024-02-24,Desktop,True
3003,555,3,15,2024-10-13,Tablet,True
3004,1604,5,308,2024-07-12,Tablet,True
3005,314,5,297,2024-06-16,Desktop,False
3006,1567,7,263,2024-03-05,Mobile,False
3007,12,2,35,2024-05-24,Desktop,False
3008,1931,7,286,2024-06-06,Mobile,True
3009,1964,7,70,2024-04-30,Mobile,True
3010,1866,3,14,2024-07-28,Desktop,False
3011,1459,3,95,2024-02-26,Tablet,True
3012,404,6,137,2024-02-23,Mobile,True
3013,339,7,326,2024-07-26,Desktop,True
3014,174,9,342,2024-02-19,Mobile,True
3015,1009,3,72,2024-08-15,Mobile,True
3016,1968,7,228,2024-03-19,Tablet,False
3017,1132,6,78,2024-01-22,Desktop,True
3018,8,7,133,2024-03-22,Tablet,False
3019,725,7,73,2024-11-03,Desktop,True
3020,1484,7,323,2024-07-17,Desktop,False
3021,1990,5,240,2024-08-14,Desktop,True
3022,133,4,309,2024-09-18,Mobile,False
3023,496,3,237,2024-06-21,Mobile,False
3024,1374,9,197,2024-10-12,Desktop,True
3025,1816,8,239,2024-07-03,Desktop,True
3026,812,9,123,2024-03-15,Desktop,False
3027,908,8,10,2024-08-11,Desktop,True
3028,440,2,107,2024-10-10,Mobile,False
3029,1055,6,263,2024-07-21,Desktop,True
3030,1289,2,285,2024-02-13,Desktop,False
3031,1483,8,253,2024-07-30,Desktop,True
3032,1727,4,111,2024-07-25,Desktop,True
3033,269,6,316,2024-09-14,Desktop,False
3034,322,2,94,2024-10-19,Tablet,True
3035,875,10,95,2024-05-17,Desktop,False
3036,1916,4,198,2024-06-03,Desktop,False
3037,307,2,119,2024-02-04,Mobile,False
3038,1665,4,98,2024-08-21,Tablet,False
3039,1718,10,190,2024-09-22,Mobile,False
3040,1283,7,205,2024-05-10,Tablet,True
3041,1326,4,43,2024-08-11,Desktop,True
3042,1443,8,134,2024-01-13,Desktop,True
3043,1391,3,275,2024-02-05,Tablet,True
3044,350,8,20,2024-04-17,Tablet,True
3045,1451,3,277,2024-06-25,Tablet,True
3046,643,1,142,2024-05-18,Tablet,True
3047,1281,1,194,2024-11-10,Tablet,False
3048,788,7,268,2024-02-15,Tablet,True
3049,831,7,159,2024-03-17,Mobile,True
3050,156,7,320,2024-05-13,Tablet,False
3051,1360,9,261,2024-05-03,Mobile,True
3052,1345,7,83,2024-03-22,Tablet,True
3053,1219,9,34,2024-08-06,Desktop,True
3054,1800,6,128,2024-01-05,Mobile,True
3055,798,3,37,2024-11-04,Mobile,False
3056,290,10,123,2024-11-07,Mobile,True
3057,1004,7,115,2024-11-05,Mobile,False
3058,240,9,295,2024-07-14,Tablet,False
3059,1887,4,10,2024-09-22,Desktop,False
3060,957,4,253,2024-11-07,Tablet,False
3061,823,7,36,2024-09-04,Desktop,True
3062,1229,6,45,2024-03-31,Mobile,True
3063,1006,1,50,2024-06-23,Mobile,False
3064,1681,2,29,2024-02-07,Desktop,True
3065,714,3,243,2024-04-27,Mobile,True
3066,1127,7,253,2024-07-16,Desktop,True
3067,857,1,207,2024-04-08,Mobile,False
3068,753,6,153,2024-01-02,Desktop,False
3069,1632,7,198,2024-01-11,Desktop,True
3070,211,2,244,2024-03-14,Tablet,True
3071,1192,5,88,2024-04-27,Tablet,False
3072,1063,8,96,2024-01-23,Desktop,False
3073,36,9,47,2024-04-05,Tablet,False
3074,407,8,52,2024-05-27,Desktop,True
3075,149,7,5,2024-09-23,Mobile,False
3076,159,9,20,2024-05-13,Mobile,False
3077,948,2,55,2024-02-27,Desktop,True
3078,250,3,51,2024-03-19,Desktop,True
3079,974,7,134,2024-07-21,Tablet,False
3080,47,2,46,2024-04-20,Mobile,True
3081,1487,4,144,2024-05-10,Desktop,False
3082,1173,3,125,2024-04-21,Desktop,True
3083,1468,6,341,2024-10-05,Tablet,True
3084,149,6,54,2024-07-16,Tablet,True
3085,1528,9,83,2024-06-04,Mobile,True
3086,333,6,241,2024-10-11,Tablet,True
3087,930,9,56,2024-07-21,Tablet,True
3088,1065,4,313,2024-05-23,Desktop,False
3089,531,2,241,2024-08-06,Tablet,True
3090,1624,9,203,2024-09-19,Mobile,True
3091,1824,1,321,2024-02-09,Tablet,True
3092,283,7,341,2024-04-21,Mobile,True
3093,1245,2,42,2024-01-29,Mobile,True
3094,1854,5,126,2024-07-26,Tablet,True
3095,1916,1,99,2024-03-24,Mobile,True
3096,1039,7,135,2024-01-07,Tablet,True
3097,1436,5,113,2024-05-13,Tablet,False
3098,1216,7,291,2024-02-29,Mobile,True
3099,1745,9,277,2024-07-05,Tablet,False
3100,1501,3,103,2024-10-06,Desktop,True
3101,1168,7,145,2024-04-29,Desktop,True
3102,246,2,84,2024-06-23,Tablet,True
3103,1629,2,305,2024-05-16,Desktop,False
3104,146,8,17,2024-02-03,Tablet,True
3105,1682,7,23,2024-10-29,Desktop,False
3106,20,4,1,2024-10-17,Desktop,True
3107,1306,4,35,2024-03-04,Tablet,False
3108,76,8,168,2024-04-05,Tablet,False
3109,1599,4,239,2024-04-18,Desktop,False
3110,972,10,31,2024-10-11,Tablet,True
3111,515,6,175,2024-04-26,Mobile,False
3112,1079,1,234,2024-10-12,Desktop,True
3113,645,10,116,2024-02-08,Desktop,True
3114,1529,3,145,2024-09-05,Mobile,True
3115,614,9,12,2024-02-19,Tablet,True
3116,1040,8,305,2024-07-20,Mobile,False
3117,779,9,258,2024-08-10,Tablet,True
3118,1557,2,130,2024-07-24,Tablet,True
3119,616,3,157,2024-07-29,Mobile,True
3120,1913,10,275,2024-02-23,Mobile,True
3121,1597,10,154,2024-10-06,Tablet,True
3122,1963,7,47,2024-10-18,Mobile,True
3123,1225,10,331,2024-08-23,Mobile,False
3124,1551,6,281,2024-08-31,Mobile,True
3125,1828,7,197,2024-11-13,Desktop,False
3126,808,8,300,2024-04-07,Tablet,False
3127,798,10,121,2024-09-12,Tablet,True
3128,1237,9,312,2024-09-01,Tablet,False
3129,194,8,125,2024-05-03,Tablet,False
3130,92,7,26,2024-08-18,Mobile,False
3131,863,9,156,2024-08-19,Desktop,True
3132,162,10,348,2024-05-12,Tablet,False
3133,134,8,345,2024-01-30,Mobile,True
3134,1818,2,334,2024-09-29,Mobile,True
3135,948,2,199,2024-05-07,Tablet,True
3136,149,2,69,2024-11-11,Mobile,False
3137,1268,2,13,2024-04-25,Tablet,False
3138,1696,4,176,2024-07-07,Tablet,True
3139,237,9,22,2024-03-03,Desktop,True
3140,213,1,83,2024-01-12,Tablet,True
3141,1635,7,149,2024-06-11,Desktop,True
3142,491,7,212,2024-03-13,Tablet,True
3143,408,9,210,2024-06-12,Desktop,True
3144,642,10,327,2024-07-27,Mobile,False
3145,1214,6,9,2024-01-29,Tablet,False
3146,369,7,262,2024-11-08,Desktop,False
3147,279,2,227,2024-08-13,Mobile,False
3148,1543,2,178,2024-06-14,Tablet,False
3149,1027,3,93,2024-01-14,Desktop,True
3150,496,8,353,2024-09-19,Desktop,True
3151,133,5,167,2024-06-14,Desktop,True
3152,1202,3,93,2024-04-30,Desktop,False
3153,1901,4,142,2024-03-21,Desktop,False
3154,1057,5,230,2024-05-28,Mobile,True
3155,1484,3,312,2024-07-19,Tablet,True
3156,1616,1,97,2024-10-17,Tablet,True
3157,43,5,11,2024-06-28,Mobile,True
3158,783,4,12,2024-10-27,Tablet,False
3159,597,3,228,2024-05-01,Mobile,False
3160,1819,5,259,2024-07-04,Desktop,False
3161,638,9,118,2024-08-31,Tablet,False
3162,667,5,161,2024-03-13,Mobile,True
3163,1133,4,286,2024-07-29,Mobile,False
3164,1378,9,271,2024-03-06,Desktop,True
3165,1526,9,242,2024-04-28,Mobile,False
3166,1712,6,208,2024-02-25,Tablet,False
3167,618,9,353,2024-06-05,Mobile,False
3168,933,7,284,2024-03-25,Mobile,False
3169,1808,1,153,2024-01-19,Mobile,True
3170,1332,1,161,2024-08-17,Tablet,False
3171,763,1,156,2024-06-24,Mobile,False
3172,1196,10,325,2024-06-23,Tablet,True
3173,486,6,178,2024-06-02,Mobile,True
3174,1919,6,97,2024-04-19,Tablet,True
3175,1964,3,138,2024-05-11,Desktop,False
3176,351,4,316,2024-04-02,Mobile,True
3177,40,6,65,2024-08-21,Mobile,False
3178,1546,6,210,2024-08-12,Tablet,True
3179,1348,6,132,2024-10-22,Mobile,True
3180,1907,4,9,2024-08-31,Desktop,True
3181,447,7,319,2024-03-23,Desktop,True
3182,1488,5,89,2024-08-20,Mobile,True
3183,357,5,273,2024-07-13,Tablet,False
3184,517,3,270,2024-03-07,Desktop,True
3185,901,1,320,2024-05-30,Tablet,True
3186,1200,5,213,2024-06-12,Mobile,True
3187,1655,8,204,2024-08-17,Mobile,False
3188,867,4,157,2024-09-02,Mobile,True
3189,388,10,112,2024-09-28,Desktop,True
3190,201,7,206,2024-03-17,Desktop,True
3191,971,2,289,2024-05-08,Desktop,True
3192,578,5,137,2024-06-09,Desktop,True
3193,1808,8,14,2024-08-31,Desktop,True
3194,341,8,254,2024-07-23,Mobile,True
3195,1319,3,7,2024-02-19,Tablet,True
3196,619,4,323,2024-09-09,Tablet,True
3197,1164,4,115,2024-06-08,Mobile,True
3198,1388,5,52,2024-07-04,Tablet,True
3199,91,6,20,2024-09-05,Tablet,True
3200,1480,4,233,2024-05-30,Desktop,True
3201,374,10,74,2024-09-04,Tablet,False
3202,1616,8,338,2024-08-13,Desktop,True
3203,916,5,212,2024-04-22,Desktop,False
3204,965,6,257,2024-02-22,Tablet,False
3205,1590,3,79,2024-03-23,Mobile,False
3206,1388,6,6,2024-10-14,Tablet,False
3207,682,9,203,2024-10-20,Mobile,True
3208,1288,5,42,2024-01-19,Tablet,True
3209,316,2,38,2024-09-22,Mobile,True
3210,643,10,22,2024-10-07,Mobile,False
3211,509,9,323,2024-06-25,Mobile,True
3212,492,1,326,2024-01-27,Desktop,True
3213,1066,7,184,2024-08-21,Mobile,True
3214,1518,3,280,2024-01-30,Desktop,False
3215,541,10,257,2024-04-14,Mobile,True
3216,1761,7,174,2024-07-20,Desktop,False
3217,1064,3,109,2024-07-07,Mobile,True
3218,1119,8,231,2024-07-30,Mobile,True
3219,1207,1,56,2024-07-23,Desktop,False
3220,1104,3,344,2024-07-27,Mobile,False
3221,49,8,9,2024-07-22,Mobile,True
3222,1144,4,45,2024-09-30,Mobile,True
3223,1424,4,29,2024-03-25,Mobile,False
3224,1881,10,2,2024-06-04,Desktop,False
3225,1128,1,175,2024-07-20,Mobile,True
3226,1785,4,298,2024-07-02,Tablet,True
3227,1573,8,132,2024-07-07,Mobile,False
3228,415,2,280,2024-10-21,Desktop,True
3229,776,4,130,2024-01-13,Mobile,False
3230,747,4,297,2024-05-13,Desktop,False
3231,523,9,303,2024-10-25,Desktop,True
3232,1634,7,228,2024-03-28,Desktop,True
3233,144,3,224,2024-09-27,Tablet,True
3234,263,2,75,2024-08-31,Mobile,True
3235,1022,3,298,2024-03-26,Tablet,True
3236,619,9,164,2024-06-23,Mobile,True
3237,1703,7,306,2024-09-30,Tablet,True
3238,1938,3,32,2024-07-13,Tablet,True
3239,1990,7,8,2024-08-25,Tablet,True
3240,311,7,78,2024-05-17,Mobile,True
3241,1616,2,72,2024-07-13,Mobile,False
3242,1107,1,73,2024-01-09,Mobile,False
3243,827,5,143,2024-05-04,Desktop,True
3244,1043,6,196,2024-06-21,Desktop,False
3245,159,4,286,2024-05-31,Tablet,True
3246,1181,8,303,2024-08-23,Mobile,True
3247,229,4,271,2024-01-26,Desktop,True
3248,1086,1,139,2024-04-10,Mobile,False
3249,1667,1,88,2024-04-25,Desktop,True
3250,5,1,186,2024-09-11,Desktop,False
3251,1454,8,82,2024-01-30,Tablet,True
3252,1759,1,136,2024-07-06,Desktop,False
3253,1686,2,273,2024-04-02,Mobile,False
3254,672,2,360,2024-01-01,Mobile,True
3255,251,9,208,2024-01-12,Desktop,False
3256,762,8,155,2024-01-13,Desktop,True
3257,1024,10,270,2024-03-10,Tablet,False
3258,1030,5,229,2024-10-07,Mobile,False
3259,187,1,95,2024-05-10,Tablet,True
3260,1014,8,239,2024-06-25,Tablet,True
3261,1170,8,358,2024-01-14,Desktop,False
3262,705,3,104,2024-08-19,Mobile,True
3263,1033,2,118,2024-10-27,Mobile,True
3264,1012,7,213,2024-05-14,Desktop,True
3265,323,2,234,2024-04-18,Mobile,False
3266,676,6,203,2024-01-26,Mobile,True
3267,136,7,247,2024-03-18,Tablet,True
3268,497,7,79,2024-09-19,Desktop,False
3269,1913,8,142,2024-08-05,Desktop,False
3270,1636,4,180,2024-03-07,Mobile,False
3271,247,5,147,2024-07-18,Mobile,True
3272,1610,2,146,2024-08-24,Desktop,True
3273,1238,7,289,2024-03-03,Desktop,True
3274,933,8,151,2024-04-18,Mobile,False
3275,697,1,79,2024-01-26,Desktop,True
3276,1654,1,270,2024-06-07,Tablet,False
3277,322,7,98,2024-10-20,Tablet,False
3278,593,6,270,2024-04-09,Tablet,True
3279,1253,3,219,2024-10-02,Mobile,False
3280,1297,10,182,2024-06-01,Mobile,True
3281,673,8,142,2024-06-30,Tablet,False
3282,915,4,331,2024-06-06,Tablet,True
3283,649,10,232,2024-03-17,Mobile,False
3284,1443,2,98,2024-02-27,Mobile,False
3285,575,3,287,2024-09-28,Tablet,False
3286,1694,6,39,2024-02-07,Mobile,False
3287,1639,4,195,2024-07-09,Desktop,False
3288,1766,4,230,2024-03-31,Desktop,True
3289,1368,1,79,2024-01-15,Mobile,False
3290,164,1,48,2024-01-01,Tablet,True
3291,1579,7,254,2024-07-16,Tablet,True
3292,674,3,204,2024-02-06,Mobile,True
3293,1427,10,302,2024-01-13,Mobile,True
3294,767,9,98,2024-03-27,Tablet,False
3295,514,2,171,2024-01-18,Desktop,False
3296,839,2,14,2024-03-18,Tablet,False
3297,1290,7,120,2024-02-18,Desktop,True
3298,1653,2,68,2024-01-30,Mobile,True
3299,372,3,127,2024-06-26,Tablet,True
3300,6,9,240,2024-04-22,Tablet,False
3301,299,5,22,2024-02-06,Mobile,False
3302,238,5,338,2024-07-13,Mobile,True
3303,1438,10,206,2024-07-09,Desktop,True
3304,1693,2,306,2024-10-19,Tablet,False
3305,1338,6,157,2024-06-10,Tablet,False
